temperature_2m,precipitation,relativehumidity_2m,windspeed_10m,is_day,shortwave_radiation,year,month,day
19.5,0.0,47,7.2,0,0.0,2023,2,11
18.6,0.0,52,7.9,0,0.0,2023,2,11
18.0,0.0,55,6.5,0,0.0,2023,2,11
17.5,0.0,57,4.7,0,0.0,2023,2,11
18.2,0.0,54,3.3,0,0.0,2023,2,11
17.9,0.0,54,3.1,0,0.0,2023,2,11
18.2,0.0,54,3.9,1,46.0,2023,2,11
20.5,0.0,45,4.4,1,250.0,2023,2,11
21.9,0.0,40,4.4,1,448.0,2023,2,11
23.2,0.0,37,2.6,1,618.0,2023,2,11
24.5,0.0,34,1.8,1,799.0,2023,2,11
26.0,0.0,31,1.8,1,852.0,2023,2,11
27.4,0.0,27,2.4,1,881.0,2023,2,11
28.0,0.0,26,3.7,1,766.0,2023,2,11
28.0,0.0,25,4.3,1,605.0,2023,2,11
27.9,0.0,25,5.0,1,418.0,2023,2,11
26.6,0.0,29,2.5,1,194.0,2023,2,11
24.9,0.0,33,5.2,0,19.0,2023,2,11
23.1,0.0,39,13.9,0,0.0,2023,2,11
21.6,0.0,44,12.9,0,0.0,2023,2,11
21.8,0.0,44,4.1,0,0.0,2023,2,11
21.2,0.0,48,2.7,0,0.0,2023,2,11
20.1,0.0,45,10.0,0,0.0,2023,2,12
18.6,0.0,47,7.2,0,0.0,2023,2,12
17.7,0.0,49,7.3,0,0.0,2023,2,12
16.6,0.0,51,5.4,0,0.0,2023,2,12
15.7,0.0,54,5.0,0,0.0,2023,2,12
15.0,0.0,58,5.8,0,0.0,2023,2,12
15.0,0.0,58,4.9,0,0.0,2023,2,12
16.8,0.0,50,1.9,0,0.0,2023,2,12
17.1,0.0,50,2.7,1,57.0,2023,2,12
19.2,0.0,44,2.5,1,279.0,2023,2,12
21.1,0.0,39,4.0,1,514.0,2023,2,12
22.9,0.0,35,5.1,1,712.0,2023,2,12
24.5,0.0,32,3.6,1,851.0,2023,2,12
26.0,0.0,29,2.2,1,918.0,2023,2,12
27.3,0.0,27,1.8,1,910.0,2023,2,12
28.0,0.0,25,0.8,1,827.0,2023,2,12
28.6,0.0,23,1.5,1,674.0,2023,2,12
28.4,0.0,22,2.8,1,462.0,2023,2,12
27.7,0.0,22,0.7,1,210.0,2023,2,12
25.0,0.0,27,6.0,0,22.0,2023,2,12
21.6,0.0,34,11.9,0,0.0,2023,2,12
18.6,0.0,42,11.5,0,0.0,2023,2,12
17.7,0.0,45,11.4,0,0.0,2023,2,12
16.9,0.0,45,6.2,0,0.0,2023,2,12
16.5,0.0,44,4.7,0,0.0,2023,2,13
16.6,0.0,44,6.8,0,0.0,2023,2,13
16.8,0.0,45,6.6,0,0.0,2023,2,13
16.7,0.0,45,6.5,0,0.0,2023,2,13
16.4,0.0,46,6.1,0,0.0,2023,2,13
17.0,0.0,44,5.4,0,0.0,2023,2,13
16.0,0.0,49,4.7,0,0.0,2023,2,13
15.4,0.0,51,6.6,0,0.0,2023,2,13
17.0,0.0,48,6.7,1,60.0,2023,2,13
22.0,0.0,36,2.5,1,283.0,2023,2,13
23.8,0.0,34,3.7,1,519.0,2023,2,13
25.5,0.0,32,4.3,1,718.0,2023,2,13
27.0,0.0,29,3.9,1,858.0,2023,2,13
28.6,0.0,26,3.6,1,926.0,2023,2,13
29.8,0.0,23,4.3,1,917.0,2023,2,13
30.7,0.0,19,5.8,1,831.0,2023,2,13
30.9,0.0,17,8.5,1,675.0,2023,2,13
30.3,0.0,16,7.9,1,461.0,2023,2,13
29.0,0.0,22,7.6,1,215.0,2023,2,13
27.6,0.0,25,6.1,0,23.0,2023,2,13
24.8,0.0,31,6.2,0,0.0,2023,2,13
24.2,0.0,35,6.8,0,0.0,2023,2,13
21.5,0.0,39,5.4,0,0.0,2023,2,13
19.0,0.0,44,7.9,0,0.0,2023,2,13
17.9,0.0,48,3.1,0,0.0,2023,2,14
18.6,0.0,45,6.5,0,0.0,2023,2,14
18.2,0.0,46,5.4,0,0.0,2023,2,14
17.8,0.0,46,5.2,0,0.0,2023,2,14
17.0,0.0,47,6.2,0,0.0,2023,2,14
16.3,0.0,48,5.6,0,0.0,2023,2,14
15.3,0.0,50,4.4,0,0.0,2023,2,14
15.7,0.0,48,4.3,0,0.0,2023,2,14
17.6,0.0,44,5.6,1,61.0,2023,2,14
21.9,0.0,36,5.9,1,285.0,2023,2,14
23.6,0.0,43,6.1,1,522.0,2023,2,14
25.3,0.0,40,6.2,1,721.0,2023,2,14
26.8,0.0,36,5.2,1,861.0,2023,2,14
28.7,0.0,27,8.0,1,930.0,2023,2,14
29.5,0.0,22,12.6,1,908.0,2023,2,14
29.7,0.0,23,12.4,1,816.0,2023,2,14
29.8,0.0,22,12.1,1,664.0,2023,2,14
29.9,0.0,19,11.2,1,449.0,2023,2,14
28.2,0.0,21,14.3,1,203.0,2023,2,14
25.9,0.0,24,11.5,0,23.0,2023,2,14
24.2,0.0,27,11.0,0,0.0,2023,2,14
21.5,0.0,33,8.5,0,0.0,2023,2,14
19.1,0.0,39,7.4,0,0.0,2023,2,14
17.8,0.0,43,7.9,0,0.0,2023,2,14
16.7,0.0,46,5.9,0,0.0,2023,2,15
17.1,0.0,45,5.8,0,0.0,2023,2,15
17.4,0.0,44,6.9,0,0.0,2023,2,15
17.1,0.0,45,7.3,0,0.0,2023,2,15
16.7,0.0,46,5.9,0,0.0,2023,2,15
16.1,0.0,46,4.8,0,0.0,2023,2,15
15.1,0.0,48,4.0,0,0.0,2023,2,15
15.0,0.0,46,6.2,0,0.0,2023,2,15
16.9,0.0,41,5.4,1,63.0,2023,2,15
21.8,0.0,32,4.9,1,291.0,2023,2,15
23.6,0.0,33,6.1,1,531.0,2023,2,15
25.3,0.0,31,6.0,1,732.0,2023,2,15
26.9,0.0,27,6.9,1,872.0,2023,2,15
28.4,0.0,21,7.3,1,941.0,2023,2,15
29.5,0.0,17,8.7,1,932.0,2023,2,15
30.0,0.0,16,9.4,1,841.0,2023,2,15
29.9,0.0,18,8.8,1,681.0,2023,2,15
29.3,0.0,20,7.6,1,464.0,2023,2,15
28.3,0.0,24,4.8,1,219.0,2023,2,15
26.8,0.0,27,3.7,0,24.0,2023,2,15
23.5,0.0,32,3.8,0,0.0,2023,2,15
21.1,0.0,36,6.8,0,0.0,2023,2,15
17.3,0.0,49,9.8,0,0.0,2023,2,15
16.3,0.0,47,8.6,0,0.0,2023,2,15
16.4,0.0,42,4.0,0,0.0,2023,2,16
15.8,0.0,40,5.4,0,0.0,2023,2,16
15.2,0.0,41,5.4,0,0.0,2023,2,16
15.4,0.0,40,4.3,0,0.0,2023,2,16
15.2,0.0,37,4.6,0,0.0,2023,2,16
14.7,0.0,35,4.2,0,0.0,2023,2,16
13.6,0.0,39,4.7,0,0.0,2023,2,16
14.4,0.0,32,1.8,0,0.0,2023,2,16
17.2,0.0,25,3.3,1,67.0,2023,2,16
21.4,0.0,24,3.9,1,302.0,2023,2,16
23.1,0.0,26,5.9,1,545.0,2023,2,16
25.0,0.0,28,4.1,1,746.0,2023,2,16
26.8,0.0,26,3.9,1,887.0,2023,2,16
28.5,0.0,21,3.9,1,955.0,2023,2,16
30.1,0.0,17,4.6,1,945.0,2023,2,16
31.1,0.0,13,4.7,1,860.0,2023,2,16
31.7,0.0,10,4.4,1,700.0,2023,2,16
31.5,0.0,10,3.8,1,477.0,2023,2,16
30.3,0.0,16,4.8,1,226.0,2023,2,16
30.1,0.0,13,3.3,0,26.0,2023,2,16
25.2,0.0,18,6.6,0,0.0,2023,2,16
20.0,0.0,28,7.9,0,0.0,2023,2,16
18.3,0.0,33,11.4,0,0.0,2023,2,16
18.3,0.0,33,6.4,0,0.0,2023,2,16
18.8,0.0,31,5.5,0,0.0,2023,2,17
18.8,0.0,28,10.2,0,0.0,2023,2,17
19.0,0.0,28,11.2,0,0.0,2023,2,17
19.2,0.0,35,9.2,0,0.0,2023,2,17
18.7,0.0,41,10.2,0,0.0,2023,2,17
17.9,0.0,52,9.4,0,0.0,2023,2,17
17.4,0.0,52,8.3,0,0.0,2023,2,17
17.2,0.0,55,10.1,0,0.0,2023,2,17
19.4,0.0,50,9.9,1,65.0,2023,2,17
23.4,0.0,42,1.6,1,290.0,2023,2,17
24.9,0.0,38,5.6,1,522.0,2023,2,17
26.3,0.0,34,6.1,1,728.0,2023,2,17
27.6,0.0,32,5.6,1,867.0,2023,2,17
28.9,0.0,31,2.6,1,933.0,2023,2,17
30.3,0.0,28,2.5,1,921.0,2023,2,17
31.0,0.0,26,2.4,1,836.0,2023,2,17
31.3,0.0,23,4.3,1,659.0,2023,2,17
31.3,0.0,21,6.5,1,452.0,2023,2,17
30.0,0.0,28,1.9,1,214.0,2023,2,17
27.1,0.0,27,4.7,0,25.0,2023,2,17
25.8,0.0,28,18.1,0,0.0,2023,2,17
23.7,0.0,32,6.6,0,0.0,2023,2,17
21.2,0.0,39,5.4,0,0.0,2023,2,17
20.0,0.0,41,10.7,0,0.0,2023,2,17
18.5,0.0,47,10.1,0,0.0,2023,2,18
17.6,0.0,50,9.7,0,0.0,2023,2,18
16.9,0.0,52,10.6,0,0.0,2023,2,18
16.3,0.0,54,7.9,0,0.0,2023,2,18
15.4,0.0,58,4.9,0,0.0,2023,2,18
14.9,0.0,60,5.2,0,0.0,2023,2,18
13.4,0.0,68,6.8,0,0.0,2023,2,18
13.9,0.0,62,3.6,0,0.0,2023,2,18
16.5,0.0,52,3.0,1,67.0,2023,2,18
18.8,0.0,48,2.5,1,297.0,2023,2,18
20.7,0.0,42,1.8,1,532.0,2023,2,18
22.9,0.0,35,2.6,1,734.0,2023,2,18
24.7,0.0,31,5.2,1,877.0,2023,2,18
26.0,0.0,28,5.8,1,942.0,2023,2,18
27.0,0.0,26,4.4,1,936.0,2023,2,18
28.2,0.0,24,3.7,1,846.0,2023,2,18
29.0,0.0,21,2.8,1,686.0,2023,2,18
28.7,0.0,21,1.8,1,468.0,2023,2,18
27.5,0.0,23,1.9,1,222.0,2023,2,18
25.7,0.0,26,8.1,0,26.0,2023,2,18
22.7,0.0,33,10.7,0,0.0,2023,2,18
23.4,0.0,33,9.2,0,0.0,2023,2,18
21.8,0.0,42,4.6,0,0.0,2023,2,18
20.7,0.0,45,6.5,0,0.0,2023,2,18
19.7,0.0,48,6.5,0,0.0,2023,2,19
18.6,0.0,50,6.8,0,0.0,2023,2,19
17.7,0.0,54,7.2,0,0.0,2023,2,19
16.8,0.0,58,6.2,0,0.0,2023,2,19
16.3,0.0,58,4.3,0,0.0,2023,2,19
15.9,0.0,53,4.1,0,0.0,2023,2,19
14.4,0.0,61,5.7,0,0.0,2023,2,19
14.9,0.0,57,3.3,0,0.0,2023,2,19
16.9,0.0,52,4.1,1,69.0,2023,2,19
20.1,0.0,49,4.9,1,300.0,2023,2,19
22.3,0.0,40,2.3,1,543.0,2023,2,19
24.3,0.0,35,3.3,1,745.0,2023,2,19
25.9,0.0,31,5.4,1,886.0,2023,2,19
27.2,0.0,27,5.5,1,954.0,2023,2,19
28.3,0.0,23,4.7,1,944.0,2023,2,19
29.2,0.0,21,2.6,1,855.0,2023,2,19
29.6,0.0,20,1.9,1,695.0,2023,2,19
29.4,0.0,20,3.4,1,479.0,2023,2,19
28.5,0.0,25,1.6,1,230.0,2023,2,19
25.6,0.0,30,4.3,0,27.0,2023,2,19
22.8,0.0,36,10.2,0,0.0,2023,2,19
20.2,0.0,42,13.0,0,0.0,2023,2,19
19.8,0.0,40,13.4,0,0.0,2023,2,19
18.6,0.0,42,9.3,0,0.0,2023,2,19
17.6,0.0,43,6.4,0,0.0,2023,2,20
17.0,0.0,42,3.8,0,0.0,2023,2,20
16.6,0.0,42,5.3,0,0.0,2023,2,20
15.6,0.0,44,7.4,0,0.0,2023,2,20
14.8,0.0,46,6.9,0,0.0,2023,2,20
14.6,0.0,46,6.6,0,0.0,2023,2,20
14.0,0.0,45,5.0,0,0.0,2023,2,20
14.4,0.0,42,4.2,0,0.0,2023,2,20
17.2,0.0,36,3.1,1,74.0,2023,2,20
21.2,0.0,34,4.3,1,310.0,2023,2,20
23.1,0.0,31,6.8,1,553.0,2023,2,20
24.9,0.0,27,6.6,1,755.0,2023,2,20
26.4,0.0,25,4.9,1,896.0,2023,2,20
27.8,0.0,23,2.5,1,963.0,2023,2,20
29.2,0.0,21,0.7,1,948.0,2023,2,20
30.0,0.0,19,2.3,1,843.0,2023,2,20
30.5,0.0,18,4.6,1,682.0,2023,2,20
30.5,0.0,16,3.9,1,465.0,2023,2,20
29.7,0.0,17,3.1,1,222.0,2023,2,20
26.7,0.0,20,6.5,0,28.0,2023,2,20
21.9,0.0,32,12.5,0,0.0,2023,2,20
19.9,0.0,35,13.9,0,0.0,2023,2,20
18.5,0.0,35,9.7,0,0.0,2023,2,20
18.9,0.0,30,6.2,0,0.0,2023,2,20
19.4,0.0,24,11.4,0,0.0,2023,2,21
18.3,0.0,30,8.0,0,0.0,2023,2,21
17.8,0.0,34,2.2,0,0.0,2023,2,21
17.9,0.0,36,4.1,0,0.0,2023,2,21
16.5,0.0,40,5.2,0,0.0,2023,2,21
16.1,0.0,42,3.0,0,0.0,2023,2,21
14.9,0.0,47,2.9,0,0.0,2023,2,21
15.2,0.0,46,5.8,0,0.0,2023,2,21
17.5,0.0,43,6.4,1,73.0,2023,2,21
21.3,0.0,34,6.2,1,305.0,2023,2,21
22.8,0.0,35,8.0,1,543.0,2023,2,21
24.4,0.0,35,6.8,1,744.0,2023,2,21
26.0,0.0,33,5.2,1,884.0,2023,2,21
27.7,0.0,29,4.2,1,956.0,2023,2,21
29.3,0.0,24,6.3,1,952.0,2023,2,21
29.8,0.0,21,10.1,1,869.0,2023,2,21
29.6,0.0,22,8.5,1,701.0,2023,2,21
29.7,0.0,19,10.8,1,482.0,2023,2,21
28.3,0.0,22,12.8,1,213.0,2023,2,21
25.9,0.0,27,12.5,0,27.0,2023,2,21
24.6,0.0,29,6.9,0,0.0,2023,2,21
24.1,0.0,31,6.2,0,0.0,2023,2,21
22.4,0.0,36,6.7,0,0.0,2023,2,21
21.8,0.0,39,6.6,0,0.0,2023,2,21
20.6,0.0,43,3.1,0,0.0,2023,2,22
19.3,0.0,45,3.8,0,0.0,2023,2,22
17.7,0.0,50,5.8,0,0.0,2023,2,22
16.6,0.0,53,6.9,0,0.0,2023,2,22
15.9,0.0,56,7.6,0,0.0,2023,2,22
15.6,0.0,58,7.9,0,0.0,2023,2,22
15.1,0.0,60,5.8,0,0.0,2023,2,22
15.6,0.0,59,7.6,0,0.0,2023,2,22
18.1,0.0,52,8.0,1,64.0,2023,2,22
21.8,0.0,40,6.0,1,269.0,2023,2,22
23.2,0.0,37,3.4,1,495.0,2023,2,22
25.1,0.0,29,6.5,1,646.0,2023,2,22
25.9,0.0,28,8.6,1,701.0,2023,2,22
26.8,0.0,27,8.7,1,837.0,2023,2,22
27.5,0.0,24,9.5,1,806.0,2023,2,22
28.0,0.0,23,10.2,1,730.0,2023,2,22
28.1,0.0,24,10.5,1,624.0,2023,2,22
27.6,0.0,25,10.0,1,424.0,2023,2,22
26.2,0.0,27,5.9,1,220.0,2023,2,22
23.5,0.0,34,4.6,0,29.0,2023,2,22
21.9,0.0,37,9.1,0,0.0,2023,2,22
18.8,0.0,46,8.1,0,0.0,2023,2,22
16.8,0.0,51,10.7,0,0.0,2023,2,22
16.3,0.0,50,9.0,0,0.0,2023,2,22
16.6,0.0,48,2.9,0,0.0,2023,2,23
16.1,0.0,47,8.4,0,0.0,2023,2,23
15.1,0.0,48,8.4,0,0.0,2023,2,23
14.6,0.0,49,7.3,0,0.0,2023,2,23
14.2,0.0,49,6.2,0,0.0,2023,2,23
14.3,0.0,48,4.7,0,0.0,2023,2,23
13.7,0.0,52,4.7,0,0.0,2023,2,23
14.6,0.0,48,4.9,1,0.0,2023,2,23
17.2,0.0,42,5.5,1,78.0,2023,2,23
20.5,0.0,42,5.2,1,315.0,2023,2,23
22.1,0.0,42,6.2,1,557.0,2023,2,23
23.8,0.0,37,3.7,1,758.0,2023,2,23
25.6,0.0,32,2.3,1,898.0,2023,2,23
27.4,0.0,28,3.3,1,966.0,2023,2,23
28.8,0.0,25,2.5,1,954.0,2023,2,23
30.0,0.0,22,3.3,1,864.0,2023,2,23
30.3,0.0,19,5.5,1,703.0,2023,2,23
30.0,0.0,18,7.7,1,486.0,2023,2,23
28.5,0.0,20,4.9,1,235.0,2023,2,23
25.6,0.0,25,4.1,0,30.0,2023,2,23
22.8,0.0,31,10.9,0,0.0,2023,2,23
20.5,0.0,37,12.9,0,0.0,2023,2,23
19.8,0.0,38,11.6,0,0.0,2023,2,23
18.9,0.0,39,8.1,0,0.0,2023,2,23
19.0,0.0,39,1.5,0,0.0,2023,2,24
19.4,0.0,37,6.2,0,0.0,2023,2,24
18.5,0.0,40,6.1,0,0.0,2023,2,24
18.1,0.0,43,5.4,0,0.0,2023,2,24
16.9,0.0,48,4.6,0,0.0,2023,2,24
16.8,0.0,48,3.7,0,0.0,2023,2,24
15.6,0.0,53,4.0,0,0.0,2023,2,24
16.0,0.0,50,4.3,1,0.0,2023,2,24
18.2,0.0,45,5.1,1,79.0,2023,2,24
21.4,0.0,41,3.3,1,315.0,2023,2,24
23.3,0.0,41,4.9,1,556.0,2023,2,24
25.3,0.0,32,4.7,1,757.0,2023,2,24
26.8,0.0,27,4.0,1,894.0,2023,2,24
28.1,0.0,26,1.9,1,958.0,2023,2,24
29.2,0.0,26,1.1,1,943.0,2023,2,24
30.1,0.0,24,1.8,1,853.0,2023,2,24
30.7,0.0,23,3.4,1,692.0,2023,2,24
30.9,0.0,20,4.1,1,474.0,2023,2,24
29.2,0.0,19,8.7,1,221.0,2023,2,24
27.2,0.0,22,3.3,0,30.0,2023,2,24
25.0,0.0,26,9.1,0,0.0,2023,2,24
22.7,0.0,31,13.8,0,0.0,2023,2,24
19.4,0.0,41,9.7,0,0.0,2023,2,24
19.4,0.0,39,4.7,0,0.0,2023,2,24
20.0,0.0,34,10.1,0,0.0,2023,2,25
18.3,0.0,37,11.9,0,0.0,2023,2,25
17.6,0.0,44,9.4,0,0.0,2023,2,25
17.6,0.0,49,8.0,0,0.0,2023,2,25
17.5,0.0,52,7.2,0,0.0,2023,2,25
17.2,0.0,54,3.6,0,0.0,2023,2,25
16.4,0.0,58,4.0,0,0.0,2023,2,25
16.5,0.0,58,3.3,1,0.0,2023,2,25
19.0,0.0,52,5.9,1,77.0,2023,2,25
22.7,0.0,40,3.1,1,302.0,2023,2,25
24.7,0.0,36,4.2,1,550.0,2023,2,25
26.4,0.0,33,3.3,1,758.0,2023,2,25
27.9,0.0,28,3.4,1,905.0,2023,2,25
29.3,0.0,20,3.9,1,960.0,2023,2,25
30.4,0.0,18,1.6,1,930.0,2023,2,25
30.9,0.0,18,10.0,1,835.0,2023,2,25
30.4,0.0,18,11.1,1,668.0,2023,2,25
29.9,0.0,18,7.7,1,453.0,2023,2,25
28.8,0.0,23,9.3,1,225.0,2023,2,25
28.1,0.0,25,3.9,0,29.0,2023,2,25
25.7,0.0,28,6.4,0,0.0,2023,2,25
21.8,0.0,35,10.5,0,0.0,2023,2,25
19.6,0.0,40,9.0,0,0.0,2023,2,25
18.6,0.0,42,10.1,0,0.0,2023,2,25
18.2,0.0,42,10.9,0,0.0,2023,2,26
17.6,0.0,42,6.9,0,0.0,2023,2,26
17.9,0.0,40,7.9,0,0.0,2023,2,26
18.2,0.0,39,9.8,0,0.0,2023,2,26
17.4,0.0,42,8.3,0,0.0,2023,2,26
16.9,0.0,44,5.1,0,0.0,2023,2,26
16.7,0.0,44,1.9,0,0.0,2023,2,26
17.2,0.0,43,4.3,1,0.0,2023,2,26
19.7,0.0,39,6.5,1,82.0,2023,2,26
23.7,0.0,31,4.1,1,317.0,2023,2,26
25.5,0.0,33,4.6,1,555.0,2023,2,26
27.3,0.0,32,5.2,1,753.0,2023,2,26
29.1,0.0,28,5.8,1,907.0,2023,2,26
30.7,0.0,25,7.2,1,981.0,2023,2,26
32.0,0.0,21,9.5,1,953.0,2023,2,26
32.9,0.0,17,9.3,1,834.0,2023,2,26
32.9,0.0,15,12.5,1,681.0,2023,2,26
32.3,0.0,16,12.6,1,472.0,2023,2,26
32.1,0.0,14,8.6,1,233.0,2023,2,26
28.9,0.0,20,11.6,0,32.0,2023,2,26
26.0,0.0,27,8.2,0,0.0,2023,2,26
22.4,0.0,30,6.1,0,0.0,2023,2,26
20.4,0.0,32,7.6,0,0.0,2023,2,26
19.9,0.0,31,8.3,0,0.0,2023,2,26
20.3,0.0,29,6.2,0,0.0,2023,2,27
20.1,0.0,29,3.2,0,0.0,2023,2,27
19.7,0.0,30,6.9,0,0.0,2023,2,27
19.5,0.0,31,7.6,0,0.0,2023,2,27
18.8,0.0,34,4.4,0,0.0,2023,2,27
18.4,0.0,36,3.0,0,0.0,2023,2,27
17.2,0.0,41,4.8,0,0.0,2023,2,27
18.3,0.0,39,3.3,1,0.0,2023,2,27
20.6,0.0,35,1.8,1,86.0,2023,2,27
21.9,0.0,42,3.1,1,323.0,2023,2,27
24.0,0.0,39,2.7,1,563.0,2023,2,27
26.7,0.0,30,2.7,1,761.0,2023,2,27
29.1,0.0,25,4.2,1,898.0,2023,2,27
31.2,0.0,22,4.7,1,953.0,2023,2,27
32.7,0.0,19,6.0,1,890.0,2023,2,27
33.7,0.0,16,8.2,1,797.0,2023,2,27
33.6,0.0,15,7.3,1,654.0,2023,2,27
33.2,0.0,15,3.6,1,458.0,2023,2,27
32.4,0.0,17,6.8,1,223.0,2023,2,27
29.2,0.0,21,8.4,0,30.0,2023,2,27
27.2,0.0,23,7.1,0,0.0,2023,2,27
25.4,0.0,27,5.7,0,0.0,2023,2,27
23.4,0.0,31,8.5,0,0.0,2023,2,27
21.9,0.0,32,5.4,0,0.0,2023,2,27
20.1,0.0,25,6.8,0,0.0,2024,2,1
19.3,0.0,27,6.1,0,0.0,2024,2,1
19.1,0.0,27,5.4,0,0.0,2024,2,1
18.6,0.0,29,4.3,0,0.0,2024,2,1
17.8,0.0,32,4.0,0,0.0,2024,2,1
17.4,0.0,35,5.1,0,0.0,2024,2,1
16.4,0.0,39,6.6,0,0.0,2024,2,1
16.5,0.0,42,6.2,0,0.0,2024,2,1
17.8,0.0,39,5.4,1,42.0,2024,2,1
21.3,0.0,36,3.0,1,243.0,2024,2,1
22.6,0.0,41,3.5,1,385.0,2024,2,1
24.3,0.0,38,4.7,1,623.0,2024,2,1
26.1,0.0,33,4.3,1,752.0,2024,2,1
27.9,0.0,29,4.7,1,845.0,2024,2,1
28.3,0.0,27,7.1,1,631.0,2024,2,1
28.2,0.0,26,12.3,1,588.0,2024,2,1
27.3,0.0,27,12.1,1,292.0,2024,2,1
28.6,0.0,24,10.2,1,266.0,2024,2,1
26.5,0.0,30,15.8,1,97.0,2024,2,1
23.4,0.0,46,3.8,0,7.0,2024,2,1
22.1,0.0,42,5.9,0,0.0,2024,2,1
18.9,0.0,51,7.8,0,0.0,2024,2,1
17.6,0.0,54,8.9,0,0.0,2024,2,1
16.5,0.0,56,9.3,0,0.0,2024,2,1
16.1,0.0,57,9.2,0,0.0,2024,2,2
15.9,0.0,57,8.0,0,0.0,2024,2,2
15.5,0.0,57,5.8,0,0.0,2024,2,2
15.2,0.0,58,6.6,0,0.0,2024,2,2
14.8,0.0,59,6.6,0,0.0,2024,2,2
14.6,0.0,60,6.3,0,0.0,2024,2,2
14.4,0.0,60,6.3,0,0.0,2024,2,2
15.7,0.0,60,5.2,0,0.0,2024,2,2
17.5,0.0,52,4.1,1,46.0,2024,2,2
21.1,0.0,43,4.0,1,255.0,2024,2,2
23.0,0.0,40,6.8,1,485.0,2024,2,2
24.5,0.0,38,6.2,1,679.0,2024,2,2
26.0,0.0,36,4.7,1,815.0,2024,2,2
27.5,0.0,32,4.7,1,849.0,2024,2,2
29.2,0.0,26,9.2,1,840.0,2024,2,2
29.3,0.0,25,15.9,1,752.0,2024,2,2
28.9,0.0,26,12.0,1,576.0,2024,2,2
29.4,0.0,24,11.1,1,380.0,2024,2,2
27.9,0.0,24,14.0,1,175.0,2024,2,2
25.2,0.0,28,13.4,0,14.0,2024,2,2
23.1,0.0,31,13.2,0,0.0,2024,2,2
21.3,0.0,37,10.2,0,0.0,2024,2,2
18.9,0.0,43,8.1,0,0.0,2024,2,2
16.5,0.0,49,7.3,0,0.0,2024,2,2
14.7,0.0,53,9.7,0,0.0,2024,2,3
14.3,0.0,55,9.9,0,0.0,2024,2,3
14.4,0.0,55,8.4,0,0.0,2024,2,3
14.0,0.0,56,6.5,0,0.0,2024,2,3
13.8,0.0,54,4.7,0,0.0,2024,2,3
13.4,0.0,51,5.4,0,0.0,2024,2,3
13.1,0.0,46,5.1,0,0.0,2024,2,3
12.0,0.0,55,7.2,0,0.0,2024,2,3
14.0,0.0,42,8.3,1,50.0,2024,2,3
21.2,0.0,28,5.2,1,268.0,2024,2,3
23.5,0.0,30,6.5,1,504.0,2024,2,3
25.4,0.0,26,13.1,1,702.0,2024,2,3
26.7,0.0,24,15.0,1,841.0,2024,2,3
28.0,0.0,21,16.6,1,902.0,2024,2,3
29.0,0.0,16,18.7,1,890.0,2024,2,3
28.7,0.0,16,21.3,1,805.0,2024,2,3
28.5,0.0,15,21.1,1,648.0,2024,2,3
27.4,0.0,15,21.1,1,437.0,2024,2,3
25.3,0.0,17,17.1,1,196.0,2024,2,3
22.4,0.0,23,11.8,0,16.0,2024,2,3
19.4,0.0,33,5.6,0,0.0,2024,2,3
17.7,0.0,39,2.7,0,0.0,2024,2,3
17.1,0.0,36,5.0,0,0.0,2024,2,3
17.0,0.0,33,4.0,0,0.0,2024,2,3
16.0,0.0,32,5.2,0,0.0,2024,2,4
14.8,0.0,32,4.4,0,0.0,2024,2,4
14.7,0.0,31,4.4,0,0.0,2024,2,4
15.1,0.0,31,4.4,0,0.0,2024,2,4
15.1,0.0,31,3.3,0,0.0,2024,2,4
13.9,0.0,34,3.6,0,0.0,2024,2,4
13.7,0.0,34,3.7,0,0.0,2024,2,4
13.3,0.0,44,3.6,0,0.0,2024,2,4
14.8,0.0,41,2.5,1,52.0,2024,2,4
17.5,0.0,36,1.1,1,276.0,2024,2,4
19.1,0.0,36,4.3,1,514.0,2024,2,4
21.0,0.0,31,2.9,1,708.0,2024,2,4
22.9,0.0,26,2.2,1,839.0,2024,2,4
24.9,0.0,20,3.7,1,900.0,2024,2,4
26.5,0.0,18,4.4,1,886.0,2024,2,4
27.4,0.0,18,6.6,1,799.0,2024,2,4
27.6,0.0,19,8.0,1,643.0,2024,2,4
27.4,0.0,18,10.5,1,433.0,2024,2,4
26.5,0.0,18,10.7,1,194.0,2024,2,4
22.6,0.0,27,10.2,0,16.0,2024,2,4
20.4,0.0,32,4.1,0,0.0,2024,2,4
18.9,0.0,32,4.4,0,0.0,2024,2,4
16.8,0.0,28,5.9,0,0.0,2024,2,4
16.5,0.0,23,8.1,0,0.0,2024,2,4
16.6,0.0,20,8.8,0,0.0,2024,2,5
16.1,0.0,20,9.4,0,0.0,2024,2,5
15.4,0.0,21,10.6,0,0.0,2024,2,5
14.7,0.0,21,10.2,0,0.0,2024,2,5
14.1,0.0,21,9.4,0,0.0,2024,2,5
13.2,0.0,22,8.8,0,0.0,2024,2,5
12.1,0.0,23,7.4,0,0.0,2024,2,5
11.6,0.0,27,5.7,0,0.0,2024,2,5
13.3,0.0,25,5.2,1,55.0,2024,2,5
20.6,0.0,20,5.5,1,285.0,2024,2,5
22.9,0.0,16,7.3,1,529.0,2024,2,5
24.9,0.0,12,7.0,1,726.0,2024,2,5
26.6,0.0,10,6.4,1,862.0,2024,2,5
28.3,0.0,9,5.4,1,927.0,2024,2,5
