temperature_2m,precipitation,relativehumidity_2m,windspeed_10m,is_day,shortwave_radiation,year,month,day
29.6,0.0,9,5.6,1,914.0,2024,2,5
30.3,0.0,9,6.1,1,823.0,2024,2,5
30.5,0.0,9,6.0,1,661.0,2024,2,5
30.1,0.0,9,6.1,1,446.0,2024,2,5
28.6,0.0,11,9.9,1,203.0,2024,2,5
23.7,0.0,16,9.7,0,18.0,2024,2,5
18.6,0.0,25,10.5,0,0.0,2024,2,5
18.1,0.0,20,13.9,0,0.0,2024,2,5
19.4,0.0,17,13.7,0,0.0,2024,2,5
20.0,0.0,22,12.7,0,0.0,2024,2,5
19.4,0.0,23,10.1,0,0.0,2024,2,6
18.3,0.0,22,8.0,0,0.0,2024,2,6
17.0,0.0,23,9.2,0,0.0,2024,2,6
16.7,0.0,23,7.6,0,0.0,2024,2,6
15.6,0.0,23,4.5,0,0.0,2024,2,6
14.7,0.0,22,3.1,0,0.0,2024,2,6
14.2,0.0,22,3.0,0,0.0,2024,2,6
15.1,0.0,22,2.9,0,0.0,2024,2,6
16.0,0.0,18,2.9,1,55.0,2024,2,6
19.3,0.0,21,3.8,1,282.0,2024,2,6
21.0,0.0,24,3.4,1,524.0,2024,2,6
23.1,0.0,21,4.3,1,722.0,2024,2,6
25.1,0.0,18,4.3,1,858.0,2024,2,6
26.9,0.0,16,3.8,1,921.0,2024,2,6
28.4,0.0,15,5.2,1,907.0,2024,2,6
29.4,0.0,14,4.2,1,818.0,2024,2,6
29.8,0.0,13,4.7,1,659.0,2024,2,6
29.5,0.0,12,3.4,1,446.0,2024,2,6
27.9,0.0,14,5.1,1,203.0,2024,2,6
24.5,0.0,20,9.0,0,18.0,2024,2,6
20.6,0.0,27,7.7,0,0.0,2024,2,6
19.2,0.0,27,6.5,0,0.0,2024,2,6
17.3,0.0,22,7.4,0,0.0,2024,2,6
16.0,0.0,20,10.8,0,0.0,2024,2,6
14.8,0.0,23,8.9,0,0.0,2024,2,7
14.9,0.0,24,6.0,0,0.0,2024,2,7
15.7,0.0,24,5.0,0,0.0,2024,2,7
16.0,0.0,26,6.2,0,0.0,2024,2,7
15.7,0.0,28,6.2,0,0.0,2024,2,7
15.5,0.0,29,5.4,0,0.0,2024,2,7
15.2,0.0,30,4.7,0,0.0,2024,2,7
14.6,0.0,41,6.3,0,0.0,2024,2,7
17.6,0.0,32,2.4,1,53.0,2024,2,7
21.1,0.0,29,1.1,1,275.0,2024,2,7
22.9,0.0,29,2.1,1,512.0,2024,2,7
24.8,0.0,27,2.8,1,711.0,2024,2,7
26.4,0.0,25,4.0,1,848.0,2024,2,7
27.8,0.0,23,3.2,1,913.0,2024,2,7
29.2,0.0,21,3.1,1,901.0,2024,2,7
30.3,0.0,19,2.9,1,814.0,2024,2,7
30.7,0.0,16,4.6,1,658.0,2024,2,7
30.4,0.0,15,5.9,1,446.0,2024,2,7
29.0,0.0,19,6.6,1,202.0,2024,2,7
25.5,0.0,26,5.2,0,18.0,2024,2,7
23.0,0.0,33,8.1,0,0.0,2024,2,7
19.5,0.0,44,5.5,0,0.0,2024,2,7
18.0,0.0,49,7.0,0,0.0,2024,2,7
17.7,0.0,49,8.4,0,0.0,2024,2,7
17.9,0.0,48,5.5,0,0.0,2024,2,8
18.4,0.0,45,2.9,0,0.0,2024,2,8
18.3,0.0,43,4.3,0,0.0,2024,2,8
17.8,0.0,42,3.6,0,0.0,2024,2,8
17.4,0.0,42,3.2,0,0.0,2024,2,8
16.9,0.0,41,2.2,0,0.0,2024,2,8
16.0,0.0,41,3.2,0,0.0,2024,2,8
16.9,0.0,42,3.6,0,0.0,2024,2,8
18.3,0.0,37,4.0,1,54.0,2024,2,8
21.9,0.0,34,3.6,1,274.0,2024,2,8
23.5,0.0,41,4.6,1,510.0,2024,2,8
25.2,0.0,42,4.6,1,708.0,2024,2,8
27.0,0.0,39,3.3,1,846.0,2024,2,8
28.9,0.0,34,3.3,1,913.0,2024,2,8
30.4,0.0,31,4.3,1,910.0,2024,2,8
31.3,0.0,27,5.8,1,824.0,2024,2,8
31.9,0.0,21,5.2,1,666.0,2024,2,8
31.9,0.0,17,4.0,1,452.0,2024,2,8
30.0,0.0,23,4.7,1,208.0,2024,2,8
25.8,0.0,28,4.8,0,20.0,2024,2,8
23.5,0.0,26,7.0,0,0.0,2024,2,8
20.2,0.0,29,6.2,0,0.0,2024,2,8
18.2,0.0,33,7.5,0,0.0,2024,2,8
17.7,0.0,35,5.6,0,0.0,2024,2,8
18.4,0.0,32,3.6,0,0.0,2024,2,9
18.7,0.0,28,4.0,0,0.0,2024,2,9
19.0,0.0,25,2.9,0,0.0,2024,2,9
18.5,0.0,26,2.9,0,0.0,2024,2,9
17.3,0.0,33,4.5,0,0.0,2024,2,9
16.9,0.0,37,5.7,0,0.0,2024,2,9
17.1,0.0,39,5.2,0,0.0,2024,2,9
15.6,0.0,49,4.6,0,0.0,2024,2,9
18.4,0.0,40,4.2,1,55.0,2024,2,9
20.7,0.0,48,4.0,1,277.0,2024,2,9
22.8,0.0,50,5.2,1,515.0,2024,2,9
24.7,0.0,45,4.1,1,713.0,2024,2,9
26.7,0.0,40,3.9,1,852.0,2024,2,9
28.5,0.0,34,4.3,1,918.0,2024,2,9
29.9,0.0,30,5.9,1,908.0,2024,2,9
30.7,0.0,24,6.2,1,822.0,2024,2,9
31.5,0.0,15,6.4,1,668.0,2024,2,9
31.3,0.0,14,7.4,1,455.0,2024,2,9
29.8,0.0,19,7.3,1,210.0,2024,2,9
26.1,0.0,21,5.5,0,20.0,2024,2,9
24.9,0.0,23,5.5,0,0.0,2024,2,9
21.6,0.0,29,6.8,0,0.0,2024,2,9
18.3,0.0,38,8.1,0,0.0,2024,2,9
17.8,0.0,40,7.6,0,0.0,2024,2,9
17.8,0.0,42,4.7,0,0.0,2024,2,10
17.9,0.0,43,5.1,0,0.0,2024,2,10
17.8,0.0,46,5.1,0,0.0,2024,2,10
17.5,0.0,46,4.8,0,0.0,2024,2,10
16.9,0.0,46,4.0,0,0.0,2024,2,10
16.2,0.0,46,4.0,0,0.0,2024,2,10
15.8,0.0,43,4.0,0,0.0,2024,2,10
15.9,0.0,47,3.4,0,0.0,2024,2,10
17.4,0.0,37,2.3,1,57.0,2024,2,10
21.8,0.0,38,5.0,1,281.0,2024,2,10
23.4,0.0,43,6.3,1,518.0,2024,2,10
25.2,0.0,40,5.0,1,718.0,2024,2,10
27.0,0.0,36,5.1,1,856.0,2024,2,10
28.7,0.0,31,5.4,1,923.0,2024,2,10
30.2,0.0,22,7.3,1,913.0,2024,2,10
31.0,0.0,17,8.5,1,827.0,2024,2,10
30.9,0.0,19,8.8,1,667.0,2024,2,10
30.1,0.0,21,9.2,1,452.0,2024,2,10
28.7,0.0,22,6.9,1,208.0,2024,2,10
27.6,0.0,26,5.5,0,20.0,2024,2,10
23.6,0.0,34,5.6,0,0.0,2024,2,10
22.4,0.0,37,4.8,0,0.0,2024,2,10
18.9,0.0,47,8.4,0,0.0,2024,2,10
16.9,0.0,51,11.6,0,0.0,2024,2,10
15.7,0.0,51,9.4,0,0.0,2024,2,11
15.1,0.0,44,9.0,0,0.0,2024,2,11
14.8,0.0,38,7.6,0,0.0,2024,2,11
14.2,0.0,36,6.9,0,0.0,2024,2,11
14.0,0.0,34,7.6,0,0.0,2024,2,11
14.4,0.0,30,6.9,0,0.0,2024,2,11
14.7,0.0,26,5.4,0,0.0,2024,2,11
15.2,0.0,29,3.6,0,0.0,2024,2,11
16.9,0.0,24,6.1,1,59.0,2024,2,11
22.5,0.0,15,4.7,1,287.0,2024,2,11
25.0,0.0,13,2.5,1,527.0,2024,2,11
27.0,0.0,13,3.3,1,724.0,2024,2,11
28.5,0.0,16,5.8,1,863.0,2024,2,11
29.7,0.0,18,7.6,1,928.0,2024,2,11
30.7,0.0,14,10.2,1,914.0,2024,2,11
31.0,0.0,14,11.3,1,820.0,2024,2,11
30.9,0.0,16,11.4,1,658.0,2024,2,11
30.8,0.0,16,11.2,1,447.0,2024,2,11
29.6,0.0,17,11.2,1,207.0,2024,2,11
25.8,0.0,25,6.9,0,21.0,2024,2,11
24.7,0.0,26,7.1,0,0.0,2024,2,11
20.9,0.0,31,7.3,0,0.0,2024,2,11
17.8,0.0,37,8.5,0,0.0,2024,2,11
16.6,0.0,36,8.4,0,0.0,2024,2,11
16.1,0.0,31,7.6,0,0.0,2024,2,12
15.6,0.0,32,6.5,0,0.0,2024,2,12
15.3,0.0,33,7.6,0,0.0,2024,2,12
15.5,0.0,35,6.9,0,0.0,2024,2,12
15.8,0.0,36,5.1,0,0.0,2024,2,12
16.1,0.0,36,3.6,0,0.0,2024,2,12
15.4,0.0,37,4.0,0,0.0,2024,2,12
17.2,0.0,38,3.3,0,0.0,2024,2,12
18.6,0.0,31,1.8,1,37.0,2024,2,12
21.9,0.0,32,3.2,1,237.0,2024,2,12
23.7,0.0,36,3.6,1,457.0,2024,2,12
25.9,0.0,31,4.1,1,690.0,2024,2,12
27.4,0.0,28,4.5,1,828.0,2024,2,12
28.7,0.0,27,5.1,1,901.0,2024,2,12
30.0,0.0,22,5.1,1,845.0,2024,2,12
30.4,0.0,19,8.9,1,690.0,2024,2,12
29.9,0.0,20,9.4,1,528.0,2024,2,12
29.6,0.0,20,8.5,1,423.0,2024,2,12
29.0,0.0,18,5.6,1,180.0,2024,2,12
27.2,0.0,24,5.4,0,7.0,2024,2,12
25.5,0.0,27,6.6,0,0.0,2024,2,12
23.0,0.0,28,2.8,0,0.0,2024,2,12
19.9,0.0,34,7.8,0,0.0,2024,2,12
17.6,0.0,37,11.8,0,0.0,2024,2,12
16.6,0.0,37,10.1,0,0.0,2024,2,13
18.2,0.0,31,7.6,0,0.0,2024,2,13
17.7,0.0,28,9.2,0,0.0,2024,2,13
17.7,0.0,28,10.9,0,0.0,2024,2,13
17.3,0.0,34,9.8,0,0.0,2024,2,13
16.6,0.0,35,7.6,0,0.0,2024,2,13
16.2,0.0,36,5.8,0,0.0,2024,2,13
18.2,0.0,41,4.7,0,0.0,2024,2,13
18.8,0.0,34,6.1,1,56.0,2024,2,13
23.0,0.0,35,5.8,1,270.0,2024,2,13
24.8,0.0,34,5.8,1,506.0,2024,2,13
26.5,0.0,31,4.5,1,705.0,2024,2,13
28.3,0.0,29,2.9,1,842.0,2024,2,13
29.8,0.0,26,6.8,1,883.0,2024,2,13
30.3,0.0,22,10.5,1,882.0,2024,2,13
30.6,0.0,18,8.8,1,738.0,2024,2,13
30.5,0.0,19,10.4,1,558.0,2024,2,13
30.0,0.0,21,9.7,1,399.0,2024,2,13
28.6,0.0,22,5.2,1,185.0,2024,2,13
25.2,0.0,29,2.9,0,20.0,2024,2,13
22.5,0.0,31,10.2,0,0.0,2024,2,13
20.1,0.0,37,11.9,0,0.0,2024,2,13
18.6,0.0,41,11.9,0,0.0,2024,2,13
17.6,0.0,44,9.5,0,0.0,2024,2,13
17.4,0.0,44,7.6,0,0.0,2024,2,14
17.8,0.0,41,8.3,0,0.0,2024,2,14
18.6,0.0,38,10.2,0,0.0,2024,2,14
18.9,0.0,38,9.7,0,0.0,2024,2,14
18.7,0.0,39,7.2,0,0.0,2024,2,14
17.8,0.0,42,6.1,0,0.0,2024,2,14
16.8,0.0,45,6.1,0,0.0,2024,2,14
16.3,0.0,46,4.7,0,0.0,2024,2,14
17.8,0.0,43,5.8,1,59.0,2024,2,14
22.6,0.0,34,4.1,1,276.0,2024,2,14
24.3,0.0,31,4.0,1,414.0,2024,2,14
26.1,0.0,28,4.3,1,610.0,2024,2,14
27.6,0.0,26,0.8,1,717.0,2024,2,14
29.2,0.0,23,0.0,1,826.0,2024,2,14
29.9,0.0,22,3.0,1,811.0,2024,2,14
30.5,0.0,20,6.2,1,703.0,2024,2,14
30.7,0.0,19,6.6,1,522.0,2024,2,14
29.9,0.0,20,6.3,1,292.0,2024,2,14
28.8,0.0,22,5.1,1,204.0,2024,2,14
26.1,0.0,29,3.7,0,12.0,2024,2,14
23.4,0.0,34,2.2,0,0.0,2024,2,14
21.9,0.0,37,4.1,0,0.0,2024,2,14
21.0,0.0,36,9.9,0,0.0,2024,2,14
21.7,0.0,33,11.6,0,0.0,2024,2,14
21.5,0.0,35,7.6,0,0.0,2024,2,15
20.0,0.0,40,3.1,0,0.0,2024,2,15
21.2,0.0,36,4.0,0,0.0,2024,2,15
21.1,0.0,37,4.4,0,0.0,2024,2,15
20.0,0.0,40,5.1,0,0.0,2024,2,15
18.9,0.0,43,4.0,0,0.0,2024,2,15
18.1,0.0,44,3.1,0,0.0,2024,2,15
18.5,0.0,46,2.2,0,0.0,2024,2,15
20.3,0.0,41,3.0,1,58.0,2024,2,15
23.7,0.0,34,0.4,1,271.0,2024,2,15
25.8,0.0,31,1.1,1,495.0,2024,2,15
27.9,0.0,28,4.0,1,717.0,2024,2,15
29.2,0.0,26,4.0,1,852.0,2024,2,15
30.4,0.0,22,1.5,1,876.0,2024,2,15
31.4,0.0,19,2.6,1,844.0,2024,2,15
31.1,0.0,19,4.1,1,507.0,2024,2,15
30.5,0.0,19,5.4,1,357.0,2024,2,15
30.1,0.0,17,7.6,1,199.0,2024,2,15
28.8,0.0,19,3.6,1,104.0,2024,2,15
26.8,0.0,24,13.0,0,15.0,2024,2,15
23.9,0.0,29,11.4,0,0.0,2024,2,15
22.8,0.0,31,6.6,0,0.0,2024,2,15
22.1,0.0,35,2.5,0,0.0,2024,2,15
25.0,0.0,28,2.8,0,0.0,2024,2,15
22.0,0.0,34,5.7,0,0.0,2024,2,16
21.3,0.0,36,6.9,0,0.0,2024,2,16
20.3,0.0,40,6.4,0,0.0,2024,2,16
19.5,0.0,44,6.2,0,0.0,2024,2,16
18.6,0.0,47,6.5,0,0.0,2024,2,16
17.3,0.0,49,6.1,0,0.0,2024,2,16
16.5,0.0,49,5.8,0,0.0,2024,2,16
16.1,0.0,51,5.2,0,0.0,2024,2,16
18.3,0.0,46,3.4,1,59.0,2024,2,16
22.5,0.0,36,3.5,1,285.0,2024,2,16
24.2,0.0,33,4.4,1,512.0,2024,2,16
25.3,0.0,33,3.3,1,682.0,2024,2,16
27.1,0.0,31,1.8,1,841.0,2024,2,16
28.9,0.0,24,8.5,1,843.0,2024,2,16
29.7,0.0,22,14.5,1,836.0,2024,2,16
29.4,0.0,23,13.4,1,658.0,2024,2,16
29.1,0.0,23,11.1,1,389.0,2024,2,16
27.9,0.0,28,13.8,1,244.0,2024,2,16
26.9,0.0,30,7.2,1,61.0,2024,2,16
25.7,0.0,31,8.0,0,9.0,2024,2,16
25.0,0.0,33,6.3,0,0.0,2024,2,16
24.2,0.0,39,3.8,0,0.0,2024,2,16
23.3,0.0,40,3.9,0,0.0,2024,2,16
22.9,0.0,38,4.4,0,0.0,2024,2,16
22.7,0.0,39,4.2,0,0.0,2024,2,17
22.1,0.0,41,2.5,0,0.0,2024,2,17
20.7,0.3,50,3.3,0,0.0,2024,2,17
18.9,1.1,80,2.9,0,0.0,2024,2,17
18.2,0.9,76,5.8,0,0.0,2024,2,17
17.3,1.1,82,7.9,0,0.0,2024,2,17
17.3,0.9,87,2.9,0,0.0,2024,2,17
15.9,1.0,90,6.4,0,0.0,2024,2,17
15.9,1.0,84,3.7,1,10.0,2024,2,17
16.1,1.2,82,5.8,1,41.0,2024,2,17
16.3,0.5,87,7.3,1,127.0,2024,2,17
17.0,0.2,82,8.8,1,196.0,2024,2,17
18.1,0.1,74,6.1,1,190.0,2024,2,17
18.8,0.6,60,8.2,1,230.0,2024,2,17
18.3,0.1,42,9.1,1,180.0,2024,2,17
20.4,0.0,43,5.9,1,638.0,2024,2,17
20.9,0.0,46,5.3,1,417.0,2024,2,17
20.9,0.0,44,6.6,1,292.0,2024,2,17
19.5,0.0,51,5.1,1,102.0,2024,2,17
16.7,0.0,67,3.8,0,18.0,2024,2,17
17.1,0.0,61,1.8,0,0.0,2024,2,17
14.9,0.0,77,2.9,0,0.0,2024,2,17
14.7,0.0,68,4.0,0,0.0,2024,2,17
12.7,0.0,72,5.0,0,0.0,2024,2,17
11.6,0.0,71,4.8,0,0.0,2024,2,18
11.6,0.0,66,3.6,0,0.0,2024,2,18
12.0,0.0,61,5.4,0,0.0,2024,2,18
12.0,0.0,61,6.7,0,0.0,2024,2,18
11.6,0.0,62,5.6,0,0.0,2024,2,18
11.4,0.0,63,3.5,0,0.0,2024,2,18
11.6,0.0,62,2.4,0,0.0,2024,2,18
12.1,0.0,65,1.5,0,0.0,2024,2,18
14.2,0.0,59,1.8,1,67.0,2024,2,18
16.8,0.0,56,1.1,1,289.0,2024,2,18
18.7,0.0,48,1.5,1,530.0,2024,2,18
20.2,0.0,41,2.3,1,732.0,2024,2,18
21.4,0.0,37,2.5,1,847.0,2024,2,18
22.6,0.0,34,2.9,1,913.0,2024,2,18
23.4,0.0,34,3.9,1,912.0,2024,2,18
24.3,0.0,34,4.5,1,830.0,2024,2,18
24.6,0.0,34,5.2,1,672.0,2024,2,18
24.2,0.0,35,5.5,1,465.0,2024,2,18
22.9,0.0,37,8.2,1,223.0,2024,2,18
20.2,0.0,46,5.8,0,26.0,2024,2,18
18.0,0.0,55,2.5,0,0.0,2024,2,18
16.1,0.0,57,3.8,0,0.0,2024,2,18
14.2,0.0,57,5.2,0,0.0,2024,2,18
13.4,0.0,57,8.1,0,0.0,2024,2,18
12.8,0.0,59,8.5,0,0.0,2024,2,19
12.5,0.0,59,4.5,0,0.0,2024,2,19
12.8,0.0,56,3.7,0,0.0,2024,2,19
12.0,0.0,58,4.5,0,0.0,2024,2,19
12.0,0.0,57,5.4,0,0.0,2024,2,19
11.6,0.0,57,6.6,0,0.0,2024,2,19
11.0,0.0,57,5.9,0,0.0,2024,2,19
11.2,0.0,64,6.0,0,0.0,2024,2,19
14.0,0.0,56,4.7,1,70.0,2024,2,19
19.9,0.0,41,1.9,1,305.0,2024,2,19
22.1,0.0,38,2.4,1,548.0,2024,2,19
24.4,0.0,31,2.4,1,748.0,2024,2,19
26.2,0.0,25,4.2,1,888.0,2024,2,19
27.5,0.0,23,4.2,1,953.0,2024,2,19
28.5,0.0,22,2.8,1,937.0,2024,2,19
29.2,0.0,21,2.3,1,846.0,2024,2,19
29.3,0.0,21,3.1,1,685.0,2024,2,19
28.7,0.0,22,5.0,1,470.0,2024,2,19
26.8,0.0,30,5.0,1,226.0,2024,2,19
24.0,0.0,42,4.4,0,27.0,2024,2,19
20.5,0.0,39,6.4,0,0.0,2024,2,19
16.8,0.0,40,11.4,0,0.0,2024,2,19
16.7,0.0,28,13.7,0,0.0,2024,2,19
16.4,0.0,25,12.9,0,0.0,2024,2,19
16.4,0.0,24,12.3,0,0.0,2024,2,20
16.3,0.0,27,5.8,0,0.0,2024,2,20
16.4,0.0,27,4.9,0,0.0,2024,2,20
14.6,0.0,32,5.9,0,0.0,2024,2,20
13.5,0.0,36,5.0,0,0.0,2024,2,20
13.5,0.0,38,3.5,0,0.0,2024,2,20
13.9,0.0,36,2.6,0,0.0,2024,2,20
14.5,0.0,39,2.7,0,0.0,2024,2,20
16.1,0.0,36,1.1,1,77.0,2024,2,20
19.9,0.0,32,4.9,1,321.0,2024,2,20
21.9,0.0,30,4.3,1,568.0,2024,2,20
24.1,0.0,25,6.1,1,768.0,2024,2,20
25.8,0.0,24,5.7,1,905.0,2024,2,20
27.3,0.0,22,3.6,1,969.0,2024,2,20
28.9,0.0,19,1.8,1,952.0,2024,2,20
30.1,0.0,17,2.2,1,860.0,2024,2,20
30.7,0.0,15,3.5,1,699.0,2024,2,20
30.3,0.0,16,3.8,1,482.0,2024,2,20
28.1,0.0,27,3.8,1,233.0,2024,2,20
24.4,0.0,27,10.2,0,29.0,2024,2,20
20.0,0.0,35,10.8,0,0.0,2024,2,20
17.7,0.0,40,11.0,0,0.0,2024,2,20
17.6,0.0,37,12.3,0,0.0,2024,2,20
18.5,0.0,31,11.6,0,0.0,2024,2,20
18.2,0.0,31,6.5,0,0.0,2024,2,21
17.6,0.0,32,6.1,0,0.0,2024,2,21
17.2,0.0,33,5.4,0,0.0,2024,2,21
16.4,0.0,33,4.8,0,0.0,2024,2,21
15.3,0.0,35,5.2,0,0.0,2024,2,21
14.7,0.0,35,3.8,0,0.0,2024,2,21
14.8,0.0,34,4.2,0,0.0,2024,2,21
16.0,0.0,37,3.4,0,0.0,2024,2,21
17.7,0.0,31,2.9,1,76.0,2024,2,21
21.6,0.0,25,2.5,1,316.0,2024,2,21
23.5,0.0,26,2.9,1,561.0,2024,2,21
25.4,0.0,25,3.3,1,764.0,2024,2,21
27.1,0.0,23,3.0,1,904.0,2024,2,21
28.6,0.0,21,1.9,1,969.0,2024,2,21
30.0,0.0,19,0.5,1,955.0,2024,2,21
31.0,0.0,17,1.3,1,863.0,2024,2,21
31.5,0.0,15,3.6,1,700.0,2024,2,21
31.4,0.0,15,4.6,1,482.0,2024,2,21
29.4,0.0,29,3.3,1,233.0,2024,2,21
25.3,0.0,38,7.7,0,29.0,2024,2,21
22.9,0.0,27,8.6,0,0.0,2024,2,21
18.8,0.0,35,9.2,0,0.0,2024,2,21
18.0,0.0,35,7.3,0,0.0,2024,2,21
17.3,0.0,33,7.4,0,0.0,2024,2,21
17.1,0.0,29,7.1,0,0.0,2024,2,22
17.3,0.0,26,6.5,0,0.0,2024,2,22
16.9,0.0,26,11.0,0,0.0,2024,2,22
15.3,0.0,31,10.2,0,0.0,2024,2,22
14.9,0.0,32,7.8,0,0.0,2024,2,22
14.8,0.0,32,5.6,0,0.0,2024,2,22
14.4,0.0,31,5.6,0,0.0,2024,2,22
15.7,0.0,33,3.3,0,0.0,2024,2,22
18.3,0.0,30,3.3,1,79.0,2024,2,22
22.3,0.0,23,1.3,1,321.0,2024,2,22
24.3,0.0,21,2.4,1,567.0,2024,2,22
26.0,0.0,19,2.1,1,771.0,2024,2,22
27.6,0.0,18,2.8,1,911.0,2024,2,22
29.2,0.0,17,2.3,1,974.0,2024,2,22
30.6,0.0,16,2.3,1,957.0,2024,2,22
31.8,0.0,15,2.6,1,864.0,2024,2,22
32.3,0.0,15,2.1,1,701.0,2024,2,22
32.1,0.0,15,2.1,1,483.0,2024,2,22
30.9,0.0,19,2.2,1,235.0,2024,2,22
30.4,0.0,17,1.8,0,30.0,2024,2,22
25.4,0.0,25,5.8,0,0.0,2024,2,22
21.4,0.0,34,4.9,0,0.0,2024,2,22
19.5,0.0,33,6.4,0,0.0,2024,2,22
18.8,0.0,26,5.2,0,0.0,2024,2,22
19.4,0.0,21,3.9,0,0.0,2024,2,23
18.9,0.0,20,4.9,0,0.0,2024,2,23
18.0,0.0,21,5.4,0,0.0,2024,2,23
17.3,0.0,23,6.0,0,0.0,2024,2,23
16.9,0.0,24,6.0,0,0.0,2024,2,23
16.5,0.0,25,6.0,0,0.0,2024,2,23
16.1,0.0,26,5.2,0,0.0,2024,2,23
16.7,0.0,30,4.8,0,0.0,2024,2,23
19.1,0.0,29,5.0,1,79.0,2024,2,23
24.1,0.0,22,1.6,1,318.0,2024,2,23
26.2,0.0,22,3.6,1,560.0,2024,2,23
28.0,0.0,23,4.1,1,763.0,2024,2,23
29.6,0.0,22,3.5,1,903.0,2024,2,23
31.0,0.0,21,2.5,1,966.0,2024,2,23
32.3,0.0,18,1.1,1,951.0,2024,2,23
33.4,0.0,17,1.0,1,860.0,2024,2,23
33.8,0.0,15,3.1,1,700.0,2024,2,23
33.7,0.0,14,4.7,1,480.0,2024,2,23
31.8,0.0,20,3.8,1,234.0,2024,2,23
31.3,0.0,12,5.1,0,30.0,2024,2,23
27.2,0.0,18,5.4,0,0.0,2024,2,23
22.4,0.0,26,8.4,0,0.0,2024,2,23
19.6,0.0,30,8.2,0,0.0,2024,2,23
18.8,0.0,31,9.6,0,0.0,2024,2,23
18.5,0.0,33,6.4,0,0.0,2024,2,24
19.4,0.0,35,6.2,0,0.0,2024,2,24
19.7,0.0,33,9.0,0,0.0,2024,2,24
18.8,0.0,32,9.9,0,0.0,2024,2,24
17.9,0.0,32,7.5,0,0.0,2024,2,24
17.5,0.0,34,5.2,0,0.0,2024,2,24
17.2,0.0,36,5.4,0,0.0,2024,2,24
18.2,0.0,34,2.6,1,0.0,2024,2,24
20.7,0.0,31,2.5,1,80.0,2024,2,24
23.4,0.0,24,1.8,1,318.0,2024,2,24
25.4,0.0,25,3.2,1,559.0,2024,2,24
27.2,0.0,24,5.3,1,760.0,2024,2,24
28.8,0.0,23,5.5,1,898.0,2024,2,24
30.1,0.0,22,3.7,1,964.0,2024,2,24
31.4,0.0,20,1.3,1,950.0,2024,2,24
32.1,0.0,19,0.0,1,854.0,2024,2,24
32.7,0.0,18,2.8,1,691.0,2024,2,24
32.6,0.0,17,5.2,1,482.0,2024,2,24
31.4,0.0,24,2.5,1,236.0,2024,2,24
27.0,0.0,35,4.0,0,30.0,2024,2,24
24.1,0.0,31,9.5,0,0.0,2024,2,24
21.2,0.0,36,10.0,0,0.0,2024,2,24
19.6,0.0,38,10.0,0,0.0,2024,2,24
20.1,0.0,36,12.4,0,0.0,2024,2,24
20.3,0.0,36,5.5,0,0.0,2024,2,25
20.2,0.0,37,5.1,0,0.0,2024,2,25
19.4,0.0,39,4.0,0,0.0,2024,2,25
19.2,0.0,40,2.9,0,0.0,2024,2,25
18.8,0.0,41,3.0,0,0.0,2024,2,25
18.7,0.0,42,3.1,0,0.0,2024,2,25
18.4,0.0,44,3.3,0,0.0,2024,2,25
17.8,0.0,42,3.4,1,0.0,2024,2,25
20.2,0.0,34,3.7,1,82.0,2024,2,25
23.6,0.0,33,2.9,1,320.0,2024,2,25
25.3,0.0,31,4.1,1,561.0,2024,2,25
27.3,0.0,27,4.7,1,762.0,2024,2,25
29.0,0.0,25,4.7,1,896.0,2024,2,25
30.4,0.0,24,3.0,1,949.0,2024,2,25
31.7,0.0,22,2.7,1,939.0,2024,2,25
32.9,0.0,19,4.2,1,851.0,2024,2,25
33.3,0.0,17,3.6,1,668.0,2024,2,25
33.3,0.0,16,2.9,1,477.0,2024,2,25
32.2,0.0,18,3.1,1,233.0,2024,2,25
28.0,0.0,26,4.5,0,31.0,2024,2,25
25.4,0.0,30,8.6,0,0.0,2024,2,25
22.8,0.0,30,11.2,0,0.0,2024,2,25
22.3,0.0,23,14.5,0,0.0,2024,2,25
22.5,0.0,21,13.7,0,0.0,2024,2,25
22.5,0.0,21,6.3,0,0.0,2024,2,26
22.5,0.0,22,7.6,0,0.0,2024,2,26
21.8,0.0,28,10.8,0,0.0,2024,2,26
20.4,0.0,33,8.1,0,0.0,2024,2,26
19.6,0.0,35,3.1,0,0.0,2024,2,26
19.1,0.0,37,4.1,0,0.0,2024,2,26
18.5,0.0,39,5.1,0,0.0,2024,2,26
19.4,0.0,36,3.3,1,0.0,2024,2,26
21.3,0.0,30,3.3,1,85.0,2024,2,26
24.5,0.0,27,2.8,1,325.0,2024,2,26
26.4,0.0,28,4.2,1,569.0,2024,2,26
28.3,0.0,26,5.7,1,769.0,2024,2,26
29.9,0.0,24,5.4,1,905.0,2024,2,26
31.5,0.0,20,4.0,1,970.0,2024,2,26
32.8,0.0,17,1.6,1,956.0,2024,2,26
33.6,0.0,15,0.4,1,848.0,2024,2,26
33.9,0.0,14,1.9,1,682.0,2024,2,26
33.9,0.0,14,2.9,1,469.0,2024,2,26
33.2,0.0,14,4.3,1,231.0,2024,2,26
27.9,0.0,24,8.0,0,32.0,2024,2,26
25.7,0.0,20,9.7,0,0.0,2024,2,26
21.8,0.0,29,13.6,0,0.0,2024,2,26
21.6,0.0,25,13.6,0,0.0,2024,2,26
20.0,0.0,27,9.0,0,0.0,2024,2,26
20.9,0.0,25,8.0,0,0.0,2024,2,27
19.5,0.0,27,10.6,0,0.0,2024,2,27
